類別	名稱	地址	電話
診所	健民中醫診所	臺中市霧峰區四德路318號及320號1樓	04-22315739
診所	德芳中醫診所	臺中市霧峰區本堂里中正路705號	04-23396931
診所	台中市霧峰區衛生所	臺中市霧峰區本堂里民生路1－9號	04-23393022
診所	德美牙醫診所	臺中市霧峰區本堂里育仁街16號	04-23326472
診所	慶和中醫診所	臺中市霧峰區本堂里育仁街23號	04-23302510
診所	至德中醫診所	臺中市霧峰區本堂里樹仁路96號	04-23393128
診所	簡診所	臺中市霧峰區本鄉里草湖路13號	04-23399219
診所	容融中醫診所	臺中市霧峰區民權街3號1樓	04-23325151
診所	華信牙醫診所	臺中市霧峰區甲寅里中正路1123號	04-23309939
診所	常益中醫診所	臺中市霧峰區甲寅里中正路1171之2號1．2樓	04-23326493
診所	根源中醫診所	臺中市霧峰區光明街66號1樓	04-23331277
診所	晟揚牙醫診所	臺中市霧峰區吉峰路128之2號	04-23322330
診所	游博文中醫診所	臺中市霧峰區育仁街41號1樓	04-23302443
診所	李采霓中醫診所	臺中市霧峰區林森路732號1樓	04-23398985
診所	泰和牙醫診所	臺中市霧峰區南柳里中正路494號	04-23323587
診所	李耳鼻喉科診所	臺中市霧峰區萊園路15之2號	04-23300368
診所	景安牙醫診所	臺中市霧峰區萊園路6之3號	04-23391059
診所	長佑診所	臺中市霧峰區樹仁路36號1、2樓	04-23321661
診所	黃惠玲診所	臺中市霧峰區錦榮里中正路886號	04-23309552
診所	邱明欣中醫診所	臺中市霧峰區錦榮里中正路912號	04-23302097
診所	品耀牙醫診所	臺北市士林區士東路125號2樓	02-28748866
診所	陳彥銘耳鼻喉科診所	臺北市士林區士東路12號－1，1樓	02-28381770
診所	千賀牙醫診所	臺北市士林區士東路14號	02-28335018
診所	士林錦禾中醫診所	臺北市士林區士東路16號（實際使用：1樓）、18號2樓	02-88665128
診所	京東牙醫診所	臺北市士林區士東路200巷70號	02-28349541
診所	吳越夫牙醫診所	臺北市士林區士東路266巷5弄17－1號	02-28352056
診所	易和中醫診所	臺北市士林區士東路45號1樓	02-28766030
診所	寬安中醫診所	臺北市士林區士東路50號	02-28369117
診所	福元牙醫診所	臺北市士林區士東路65號	02-28733620
診所	栢宏中醫診所	臺北市士林區士商路78號	02-28806708
診所	惠周內兒科診所	臺北市士林區大北路96號1樓	02-28812962
診所	芳川牙醫診所	臺北市士林區大西路19號	02-28812214
診所	昭亮牙醫診所	臺北市士林區大西路25號	02-28821573
診所	永慶牙醫診所	臺北市士林區大東路127號（實際使用：1樓）	02-28817289
診所	楊恭熙牙醫診所	臺北市士林區大東路137號1樓	02-28838549
診所	新長庚中醫診所	臺北市士林區大東路176號	02-28837876
診所	保安眼科診所	臺北市士林區大東路44號	02-28832868
診所	太仁牙醫診所	臺北市士林區大南路223號	02-28882323
診所	承德中醫診所	臺北市士林區大南路277號	02-28823866
診所	茂林牙醫診所	臺北市士林區小北街1－3號	02-28831958
診所	常甡中醫診所	臺北市士林區小北街15號	02-28810689
診所	東成牙醫診所	臺北市士林區小北街23號1－2樓	02-28828322
診所	晶亮牙醫診所	臺北市士林區小北街5號及5之1號	02-28827680
診所	漢醫堂中醫診所	臺北市士林區小北街7號	02-28827798
診所	親親牙醫診所	臺北市士林區中山北路5段622號2樓	02-28357730
診所	境靜眼科診所	臺北市士林區中山北路5段626號1樓	02-28322382
診所	育生牙醫診所	臺北市士林區中山北路5段699巷2－1號1樓	02-28313677
診所	聯有牙醫診所	臺北市士林區中山北路6段148號2樓、150號2樓	02-88665848
診所	慕樂牙醫診所	臺北市士林區中山北路6段152號2樓 之1	02-28387820
診所	天方中醫診所	臺北市士林區中山北路6段157巷14號1樓	02-28363363
診所	賴牙醫診所	臺北市士林區中山北路6段161號2樓－3	02-28345872
診所	心福內科診所	臺北市士林區中山北路6段167號（實際使用：1、2樓）	02-28331115
診所	嘉民牙醫診所	臺北市士林區中山北路6段168號2樓	02-28315661
診所	泰昌堂中醫診所	臺北市士林區中山北路6段208號（實際使用：2樓）	02-28386508
診所	天悅牙醫診所	臺北市士林區中山北路6段268號	02-28338800
診所	張虔熙小兒科診所	臺北市士林區中山北路6段282號	02-28361368
診所	士東中醫診所	臺北市士林區中山北路6段300號1樓	02-28352376
診所	和玉牙醫診所	臺北市士林區中山北路6段405巷55號1樓	02-28762020
診所	永信牙醫診所	臺北市士林區中山北路6段421號2樓	02-28747234
診所	士東牙醫診所	臺北市士林區中山北路6段433號1樓	02-28715423
診所	宏誠牙醫診所	臺北市士林區中山北路6段450巷7弄1號1樓	02-28739533
診所	傅家義牙醫診所	臺北市士林區中山北路6段470號2樓	02-28755119
診所	天泉牙醫診所	臺北市士林區中山北路6段726號3樓	02-28738711
診所	晶綻牙醫診所	臺北市士林區中山北路6段764號（實際使用：1樓）	02-28730323
診所	立安牙醫診所	臺北市士林區中山北路7段165－3號	02-28711611
診所	慶昇中醫診所	臺北市士林區中山北路7段190巷1號1樓	02-28772346
診所	天母牙醫診所	臺北市士林區中山北路7段29號4樓	02-28713865
診所	以新牙醫診所	臺北市士林區中山北路7段56－3號	02-28740162
診所	貝爾診所	臺北市士林區中山北路7段82巷9號	02-28729980
診所	維育牙醫診所	臺北市士林區中正路120號1樓、120之1號1樓	02-28380071
診所	嘉芮牙醫診所	臺北市士林區中正路120號2樓、120之1號2樓	02-28322161
診所	承新中醫診所	臺北市士林區中正路203號（實際使用2樓）	02-28815566
診所	愛齒牙醫診所	臺北市士林區中正路234號	02-28342841
診所	陳慶成牙醫診所	臺北市士林區中正路240號1樓(含地下室)	02-28333452
診所	士林小兒科診所	臺北市士林區中正路249號	02-28812485
診所	小禾馨士林小兒專科診所	臺北市士林區中正路289號（實際使用：1樓）	02-28827333
診所	博識牙醫診所	臺北市士林區中正路304號1、2樓	02-26333222
診所	端容牙醫診所	臺北市士林區中正路320號1樓	02-28313248
診所	寶安中醫診所	臺北市士林區中正路407號	02-28825335
診所	臺北市立聯合醫院附設士林中醫門診部	臺北市士林區中正路439號	02-28836268
診所	臺北市立聯合醫院附設士林門診部	臺北市士林區中正路439號1樓	02-28836268
診所	正齡牙醫診所	臺北市士林區中正路452號	02-28339903
診所	同慶中醫診所	臺北市士林區中正路615號	02-28169160
診所	信誼牙醫診所	臺北市士林區天母北路12－1號2樓	02-28727225
診所	仰德中醫診所	臺北市士林區天母北路18號1樓	02-28751600
診所	國聯牙醫診所	臺北市士林區天母北路32號1樓	02-28724051
診所	威廉牙醫診所	臺北市士林區天母北路87巷2弄3號1樓	02-28748013
診所	新鼎牙醫診所	臺北市士林區天母西路11號2樓	02-28717700
診所	戴得育牙醫診所	臺北市士林區天母西路27號2樓	02-28761168
診所	劉牙醫診所	臺北市士林區天母西路28號2樓	02-28731457
診所	嚴永強牙醫診所	臺北市士林區天母西路39號4樓	02-28733272
診所	健群牙醫診所	臺北市士林區天母西路3號4樓－6	02-28719781
診所	昇陽牙醫診所	臺北市士林區天母西路40－1號4樓	02-28748099
診所	格子牙醫診所	臺北市士林區天母西路40之1號3樓	02-28715520
診所	世康中醫診所	臺北市士林區天母西路40號2樓	02-28752001
診所	歐彥君中醫診所	臺北市士林區天母西路52號	02-28711655
診所	邱瑋光牙醫診所	臺北市士林區天母東路1－1號3樓	02-28765211
診所	永芳牙醫診所	臺北市士林區天母東路1－2號1樓	02-28711339
診所	三船牙醫診所	臺北市士林區天母東路1－2號4樓	02-28736170
診所	奧森牙醫診所	臺北市士林區天母東路45之1號2樓	02-28752323
診所	鄭文韶牙醫診所	臺北市士林區天母東路63號2樓	02-28735335
診所	三愛牙醫診所	臺北市士林區天母東路69巷1之1號1樓	02-28733372
診所	美加牙醫診所	臺北市士林區天母東路8巷21－1號1樓	02-28743311
診所	凱健牙醫診所	臺北市士林區天母東路8巷27－6號1樓	02-28728116
診所	佑成牙醫診所	臺北市士林區天母東路8巷27號2樓－1	02-28727999
診所	旺德牙醫診所	臺北市士林區天母東路8巷37號	02-28760616
診所	美齊牙醫診所	臺北市士林區天母東路8巷75號	02-28736677
診所	志明眼科診所	臺北市士林區天母東路8巷83號	02-28743105
診所	大偉牙醫診所	臺北市士林區天玉街38巷10號	02-28767658
診所	弘佑牙醫診所	臺北市士林區天玉街38巷12之1號	02-28711299
診所	天玉牙醫診所	臺北市士林區天玉街81巷4號1樓	02-28727843
診所	和彩牙醫診所	臺北市士林區文昌路12號	02-28315550
診所	源遠堂中醫診所	臺北市士林區文林路289號	02-28827666
診所	淨美皮膚科診所	臺北市士林區文林路317號（實際實用1、2樓）	02-28816099
診所	澄隆中醫診所	臺北市士林區文林路340號	02-28805629
診所	士林同仁中醫診所	臺北市士林區文林路402號（實際使用：1、2樓）	02-28883889
診所	士林頌恩齒顎矯正牙醫診所	臺北市士林區文林路420號（1、2、3號）	02-28826789
診所	維美牙醫診所	臺北市士林區文林路428號	02-28820228
診所	元群眼科診所	臺北市士林區文林路437號1、2樓	02-28881711
診所	李文達婦產科診所	臺北市士林區文林路458號（實際使用：1樓）	02-28321171-2
診所	存德中醫診所	臺北市士林區文林路460號（實際使用：1樓）	02-28342566
診所	信愛中醫診所	臺北市士林區文林路478號1樓	02-28349339
診所	何英世婦產科診所	臺北市士林區文林路482號1樓	02-28317152
診所	祥瑞牙醫診所	臺北市士林區文林路487號（實際使用1、2樓）	02-28335611
診所	士林復健科診所	臺北市士林區文林路497號	02-28322179
診所	崇生中醫診所	臺北市士林區文林路519號	02-28342839
診所	昀漾中醫診所	臺北市士林區文林路558號1樓	02-28380109
診所	柏麗牙醫診所	臺北市士林區文林路734號2樓	02-28356789
診所	芝山牙醫診所	臺北市士林區至誠路2段66號1樓	02-28368627
診所	福臨牙醫診所	臺北市士林區志成街25號地下之2	02-28315148
診所	雅鄰牙醫診所	臺北市士林區延平北路5段125號	02-28127890
診所	哲瑞牙醫診所	臺北市士林區延平北路5段135號	02-88113966
診所	信美牙醫診所	臺北市士林區延平北路5段163巷7號	02-28118755
診所	保晟中醫診所	臺北市士林區延平北路5段172號	02-28150510
診所	慈田耳鼻喉科診所	臺北市士林區延平北路5段185號1樓	02-28123595
診所	光華牙醫診所	臺北市士林區延平北路5段186號2樓	02-28124507
診所	合聖牙醫診所	臺北市士林區延平北路5段241號第一層	02-28125358
診所	揚信牙醫診所	臺北市士林區延平北路5段244巷17號1樓	02-28114498
診所	周欽定牙醫診所	臺北市士林區延平北路5段277號	02-28121459
診所	社子陳診所	臺北市士林區延平北路5段284號1樓	02-28128426
診所	英倫牙醫診所	臺北市士林區延平北路5段305、307號	02-28168800
診所	弘美牙醫診所	臺北市士林區延平北路6段126號1樓	02-28111936
診所	宏仁牙醫診所	臺北市士林區延平北路6段158、162號	02-28117543
診所	蘇鴻輝牙醫診所	臺北市士林區延平北路6段76號	02-28119909
診所	社子中醫診所	臺北市士林區延平北路6段87號（實際使用：1樓）	02-28160106
診所	健群骨科診所	臺北市士林區延平北路6段8號及10號1、2、3樓	02-2816-8770
診所	存安堂中醫診所	臺北市士林區延平北路7段82號	02-28100443
診所	劭陽牙醫診所	臺北市士林區忠義街117號1樓	02-28313352
診所	保齡牙醫診所	臺北市士林區忠義街81號1樓	02-28356011
診所	念華牙醫診所	臺北市士林區忠誠路1段100巷14號地下樓	02-28357311
診所	大雅牙醫診所	臺北市士林區忠誠路1段186號1樓	02-28331888
診所	廖宥程齒顎矯正專科診所	臺北市士林區忠誠路1段33號	02-28730555
診所	許牙醫診所	臺北市士林區忠誠路1段57號1樓	02-28368346
診所	國維牙醫診所	臺北市士林區忠誠路1段84號1樓、88號1樓、90號1樓	02-28344265
診所	佳樺牙醫診所	臺北市士林區忠誠路2段10巷4號1樓	02-28319062
診所	忠誠牙醫診所	臺北市士林區忠誠路2段1號1樓	02-28310715
診所	泓景中醫診所	臺北市士林區忠誠路2段40巷6號	02-28383268
診所	立宸牙醫診所	臺北市士林區忠誠路2段41巷38號1樓	02-88666287
診所	天母中醫診所	臺北市士林區忠誠路2段50巷4號1樓	02-28368709
診所	中美牙醫診所	臺北市士林區忠誠路2段64號3樓	02-28312206
診所	福華中醫診所	臺北市士林區忠誠路2段76巷8號	02-88665458
診所	達美牙醫診所	臺北市士林區忠誠路一段159號	02-28380201
診所	有仁牙醫診所	臺北市士林區忠誠路二段154巷13號1樓	02-28737711
診所	聯志骨科診所	臺北市士林區承德路4段184號	02-28810050
診所	宗賢牙醫診所	臺北市士林區承德路4段236號1樓	02-28883090
診所	順祥牙醫診所	臺北市士林區社子街34號	02-28118736
診所	仁佑中醫診所	臺北市士林區社子街41之1號（實際使用：1樓）	02-88115240
診所	社子黃牙醫診所	臺北市士林區社子街7號	02-28114397
診所	博浩牙醫診所	臺北市士林區社正路23號	02-28161988
診所	畢士大中醫診所	臺北市士林區前港街108號	02-28837925
診所	政德中醫診所	臺北市士林區前街17號	02-28315557
診所	喬森牙醫診所	臺北市士林區後港街18號	02-28858625
診所	王文豪診所	臺北市士林區美崙街66號1樓	02-88665360
診所	蓉平中醫診所	臺北市士林區美崙街73號	02-88665773
診所	仁友皮膚科診所	臺北市士林區美德街22－1號1樓	02-28816131
診所	惠眾中醫診所	臺北市士林區美德街70號	02-28336191
診所	光和牙醫診所	臺北市士林區基河路238－3號1樓	02-28834040
診所	佑康診所	臺北市士林區通河街100號	02-28859598
診所	永泰牙醫診所	臺北市士林區通河街119號	02-28852892
診所	博信牙醫診所	臺北市士林區通河街173號	02-28853220
